league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,ShtCmp,ShtAtt,ShtCmp%,MedCmp,MedAtt,MedCmp%,LngCmp,LngAtt,LngCmp%,Ast,xAG,xA,A-xAG,KP,FT,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,FinalThird,CPA,Mis,Dis,Rec,PrgR,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
ESP-La Liga,2324,Real Sociedad,Beñat Turrientes,ESP,MF,22-123,2002,29,19,1687,18.7,0,1,1,0,0,0,4,0,1.2,1.2,0.5,1.8,26,51,31,0,0.05,0.05,0,0.05,0.06,0.03,0.09,0.06,0.09,0,23,10,43.5,1.23,0.53,0,0,24.6,1,0,0,1.2,1.2,0.05,-1.2,-1.2,598,707,84.6,10126,2148,292,320,91.3,239,260,91.9,54,86,62.8,1,0.5,0.6,0.5,9,47,3,0,51,707,669,35,18,1,5,19,0,16,11,2,0,598,3,14,29,1.55,22,0,2,3,1,1,2,0.11,1,0,0,1,0,0,31,17,6,20,5,13,30,43.3,17,19,8,11,6,37,17,0,880,40,178,518,200,11,880,43,21,48.8,14,32.6,509,2885,1387,26,23,2,26,14,601,31,1687,58,49.3,18.7,19,78,6,10,21,8,1.86,23,19,4,0.21,-0.2,19.7,20.4,-0.7,-0.04,-0.26,4,0,0,36,36,0,19,6,17,0,0,0,81,16,31,34
ESP-La Liga,2324,Real Sociedad,Brais Méndez,ESP,"MF,FW",27-147,1997,32,27,2413,26.8,5,6,11,5,0,0,7,0,4.2,4.2,4.2,8.4,45,128,121,0.19,0.22,0.41,0.19,0.41,0.16,0.16,0.31,0.16,0.31,5,66,15,22.7,2.46,0.56,0.08,0.33,20.7,10,0,0,4.2,4.2,0.06,0.8,0.8,942,1244,75.7,14889,4210,512,609,84.1,304,357,85.2,83,181,45.9,6,4.2,4.4,1.8,40,109,30,5,128,1244,1092,145,80,10,10,104,4,49,21,19,0,942,7,35,101,3.77,57,20,5,10,7,2,16,0.6,10,0,3,1,2,0,42,28,13,20,9,15,43,34.9,28,23,4,19,12,54,21,0,1559,36,162,851,562,63,1559,59,24,40.7,31,52.5,884,4030,1902,45,40,15,57,30,1113,121,2413,75,70.6,26.8,27,83,16,5,36,1,1.59,34,29,5,0.19,-0.44,29.7,31.3,-1.6,-0.06,-0.53,7,0,0,58,56,3,104,12,28,1,0,0,121,25,34,42.4
ESP-La Liga,2324,Real Sociedad,Carlos Fernández,ESP,FW,28-011,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,5,4,13,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,2,8,3,37.5,1.76,0.66,0.13,0.33,15.1,0,1,1,1.5,0.7,0.09,0.5,0.3,44,83,53,589,86,28,44,63.6,13,24,54.2,1,5,20,1,0.5,0.2,0.5,1,4,1,0,4,83,78,5,1,1,0,1,0,0,0,0,0,44,0,4,3,0.66,2,0,0,0,0,1,1,0.22,1,0,0,0,0,0,11,7,3,6,2,0,2,0,2,4,0,4,0,11,5,0,142,6,16,79,49,14,141,10,3,30,7,70,64,315,100,5,3,0,13,14,85,13,408,41,11.9,4.5,5,63,1,5,19,6,1.55,7,4,3,0.66,0.39,3.4,5.9,-2.5,-0.55,-0.73,3,0,0,15,3,2,1,0,7,0,1,0,18,16,17,48.5
ESP-La Liga,2324,Real Sociedad,Hamari Traoré,MLI,DF,32-127,1992,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.5,0.5,1.5,2.1,49,129,83,0,0.08,0.08,0,0.08,0.02,0.06,0.08,0.02,0.08,0,18,2,11.1,0.71,0.08,0,0,24.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,1204,1509,79.8,21398,6928,512,585,87.5,548,664,82.5,118,202,58.4,2,1.5,2.2,0.5,29,112,31,10,129,1509,1247,255,20,5,14,47,235,0,0,0,0,1204,7,19,58,2.28,47,4,1,1,1,4,3,0.12,2,0,0,0,0,1,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,1737,87,444,950,356,18,1737,27,16,59.3,9,33.3,884,4222,2188,49,31,4,23,9,982,83,2292,74,67,25.5,27,82,18,4,22,1,1.68,43,27,16,0.63,0.95,34.1,29,5.1,0.2,0.32,7,0,0,32,18,1,47,24,19,0,1,0,136,29,35,45.3
ESP-La Liga,2324,Real Sociedad,Igor Zubeldia,ESP,DF,27-064,1997,30,29,2518,28,0,2,2,0,0,0,11,1,0.8,0.8,1.1,1.9,28,129,0,0,0.07,0.07,0,0.07,0.03,0.04,0.07,0.03,0.07,0,12,0,0,0.43,0,0,,13.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,1476,1746,84.5,30351,9423,387,450,86,913,989,92.3,167,267,62.5,2,1.1,0.8,0.9,10,99,4,0,129,1746,1696,42,41,3,8,3,0,0,0,0,0,1476,8,7,18,0.64,16,0,0,1,0,1,3,0.11,3,0,0,0,0,0,32,25,20,10,2,19,26,73.1,7,28,19,9,32,64,97,3,1983,162,908,1034,50,18,1983,8,4,50,4,50,1229,7537,4725,28,2,0,14,3,1316,0,2518,84,73.6,28,29,86,23,1,30,1,1.57,38,28,10,0.36,0.16,34.9,28,6.9,0.25,0.57,11,1,0,43,9,0,3,32,25,0,1,0,156,83,81,50.6
ESP-La Liga,2324,Real Sociedad,Javi Galán,ESP,DF,29-196,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,46,45,70,0,0.08,0.08,0,0.08,0.01,0.06,0.07,0.01,0.07,0,3,1,33.3,0.25,0.08,0,0,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,526,657,80.1,8925,2880,257,284,90.5,222,272,81.6,39,75,52,1,0.7,0.9,0.3,10,36,15,10,45,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16,22,1.84,19,2,0,1,0,0,3,0.25,3,0,0,0,0,0,38,22,15,19,4,15,30,50,15,24,1,23,14,52,17,1,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70,1075,77,31.4,11.9,13,82,10,1,7,0,1.57,14,11,3,0.25,-0.09,11.6,9.6,2,0.17,0.11,3,0,0,21,19,3,46,14,22,0,1,0,61,7,6,53.8
ESP-La Liga,2324,Real Sociedad,Jon Aramburu,VEN,DF,21-315,2002,11,5,543,6,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,6,26,25,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0,4,0,0,0.66,0,0,,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,254,321,79.1,4015,1243,126,141,89.4,114,137,83.2,11,27,40.7,0,0,0.1,0,0,25,2,1,26,321,256,62,7,0,0,7,55,0,0,0,0,254,3,7,4,0.66,3,0,0,1,0,0,0,0,0,0,0,0,0,0,24,15,12,10,2,15,25,60,10,8,3,5,7,31,17,0,392,22,92,214,91,3,392,7,2,28.6,4,57.1,171,726,347,6,10,0,6,6,207,25,543,49,15.9,6,5,73,2,6,30,7,1.27,4,8,-4,-0.66,-1.16,5.6,5.5,0.1,0.02,-0.09,3,0,0,11,5,0,7,7,15,0,0,0,24,7,7,50
ESP-La Liga,2324,Real Sociedad,Jon Magunacelaya,ESP,"FW,MF",23-325,2000,5,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,2,2,10,0,0,0,0,0,0.21,0.34,0.55,0.21,0.55,0,4,0,0,2.98,0,0,,15.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,30,45,66.7,391,61,17,24,70.8,10,15,66.7,0,0,,0,0.5,0.3,-0.5,1,1,0,0,2,45,45,0,0,0,0,3,0,0,0,0,0,30,0,3,3,2.23,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,2,3,0,4,8,50,4,3,0,3,0,5,2,0,68,2,12,30,26,6,68,5,2,40,2,40,33,145,83,2,2,0,3,2,39,10,121,24,3.5,1.3,1,63,0,4,15,14,1.4,3,0,3,2.23,1.99,3,0.3,2.6,1.97,1.94,0,0,0,2,3,0,3,0,3,0,0,0,7,1,4,20
ESP-La Liga,2324,Real Sociedad,Jon Martin,ESP,DF,18-153,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,7,71.4,125,44,1,2,50,3,3,100,1,2,50,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,10,2,9,1,0,0,10,0,0,,0,,1,2,1,0,0,0,0,0,4,0,24,24,0.7,0.3,0,,0,1,24,8,3,0,0,0,0,-0.32,0.2,0,0.2,0.64,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
ESP-La Liga,2324,Real Sociedad,Jon Pacheco,ESP,DF,23-146,2001,23,16,1526,17,1,1,2,1,0,0,8,0,1.1,1.1,0.2,1.3,9,53,1,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.08,0.06,0.08,1,6,3,50,0.35,0.18,0.17,0.33,8.2,0,0,0,1.1,1.1,0.18,-0.1,-0.1,1019,1173,86.9,20084,5738,315,347,90.8,598,635,94.2,102,173,59,1,0.2,0.3,0.8,3,50,1,1,53,1173,1113,54,44,1,13,1,2,0,0,0,0,1019,6,2,14,0.83,12,0,0,2,0,0,3,0.18,3,0,0,0,0,0,25,15,21,4,0,14,22,63.6,8,17,6,11,10,35,53,1,1311,133,607,679,28,10,1311,4,4,100,0,0,763,3837,2126,9,8,0,8,2,888,1,1526,66,44.6,17,16,87,14,7,20,13,1.7,19,16,3,0.18,-0.25,17.6,19.1,-1.4,-0.09,-0.33,8,0,0,29,1,1,1,10,15,0,0,0,49,57,33,63.3
ESP-La Liga,2324,Real Sociedad,Kieran Tierney,SCO,DF,26-363,1997,20,14,1238,13.8,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.8,22,77,39,0,0.15,0.15,0,0.15,0.01,0.05,0.06,0.01,0.06,0,2,0,0,0.15,0,0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,690,904,76.3,12195,5053,292,326,89.6,329,390,84.4,62,150,41.3,2,0.6,1.1,1.4,8,73,12,4,77,904,736,167,18,1,7,26,149,0,0,0,0,690,1,23,16,1.16,14,1,0,0,1,0,3,0.22,2,1,0,0,0,0,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,1056,45,297,552,214,10,1056,17,7,41.2,8,47.1,522,2201,1177,22,21,2,13,3,600,39,1238,62,36.2,13.8,14,75,2,6,32,4,1.75,17,12,5,0.36,0.07,14.1,17.1,-3,-0.22,-0.49,1,0,0,6,8,0,26,10,24,0,0,0,52,16,20,44.4
ESP-La Liga,2324,Real Sociedad,Martín Zubimendi,ESP,MF,25-121,1999,31,29,2654,29.5,4,1,5,4,0,0,5,0,2.7,2.7,1.5,4.1,34,152,27,0.14,0.03,0.17,0.14,0.17,0.09,0.05,0.14,0.09,0.14,4,22,11,50,0.75,0.37,0.18,0.36,14.8,0,0,0,2.7,2.7,0.12,1.3,1.3,1321,1542,85.7,22165,6269,607,677,89.7,607,677,89.7,86,126,68.3,1,1.5,2,-0.5,16,136,15,1,152,1542,1473,62,59,4,4,7,2,0,0,0,0,1321,7,13,55,1.87,47,0,3,4,0,1,4,0.14,4,0,0,0,0,0,49,27,18,29,2,23,42,54.8,19,33,9,24,37,86,54,0,1793,91,397,1144,267,32,1793,18,12,66.7,5,27.8,942,5305,2671,34,41,5,26,16,1185,27,2654,86,77.6,29.5,29,89,27,2,39,0,1.52,41,32,9,0.31,-0.05,37.8,31.7,6.1,0.21,0.5,5,0,0,36,20,0,7,37,27,0,0,0,169,44,28,61.1
ESP-La Liga,2324,Real Sociedad,Mikel Merino,ESP,MF,27-346,1996,32,27,2482,27.6,5,3,8,5,0,0,10,0,3.3,3.3,1.9,5.2,26,163,99,0.18,0.11,0.29,0.18,0.29,0.12,0.07,0.19,0.12,0.19,5,30,11,36.7,1.09,0.4,0.17,0.45,13.9,0,0,0,3.3,3.3,0.11,1.7,1.7,1076,1413,76.2,17048,4802,594,711,83.5,363,473,76.7,87,132,65.9,3,1.9,2.8,1.1,20,122,27,3,163,1413,1387,15,12,7,13,19,3,0,0,0,0,1076,11,24,65,2.36,51,0,0,5,7,2,8,0.29,6,0,0,0,1,1,77,43,25,34,18,22,48,45.8,26,36,11,25,16,93,55,3,1759,91,323,948,514,76,1759,41,24,58.5,13,31.7,892,3946,1722,26,39,5,61,42,1213,99,2482,78,72.6,27.6,27,86,20,5,34,3,1.75,42,23,19,0.69,1.36,32.4,29.5,2.9,0.11,0.04,10,0,0,70,61,6,19,16,43,0,1,0,197,164,107,60.5
ESP-La Liga,2324,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",27-042,1997,33,23,2156,24,9,3,12,7,2,2,3,0,9.1,7.5,1.7,9.2,27,39,126,0.38,0.13,0.5,0.29,0.42,0.38,0.07,0.45,0.31,0.39,9,38,16,42.1,1.59,0.67,0.18,0.44,15.2,3,2,2,9.1,7.5,0.2,-0.1,-0.5,373,507,73.6,5041,979,230,283,81.3,106,137,77.4,13,23,56.5,3,1.7,1.3,1.3,21,22,13,0,39,507,476,27,3,2,2,10,1,0,0,0,0,373,4,17,41,1.71,27,1,4,5,2,2,4,0.17,3,0,1,0,0,0,23,18,7,11,5,7,21,33.3,14,25,4,21,4,27,12,0,728,13,83,335,317,79,726,29,10,34.5,16,55.2,376,1603,597,27,21,10,61,26,508,126,2156,65,63,24,23,82,9,10,26,1,1.64,29,20,9,0.38,0.16,25.5,23.9,1.6,0.07,-0.07,3,0,0,20,20,19,10,4,18,0,0,0,69,26,51,33.8
ESP-La Liga,2324,Real Sociedad,Mohamed Ali Cho,FRA,"FW,MF",20-135,2004,11,1,249,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,16,3,19,0,0,0,0,0,0.14,0.04,0.18,0.14,0.18,0,3,0,0,1.08,0,0,,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,66,66,0,0,0,0,11,0,0,0,0,0,38,0,1,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,4,3,3,1,0,2,7,28.6,5,6,0,6,1,5,1,0,106,0,10,47,53,9,106,20,7,35,9,45,69,590,363,16,11,4,10,2,68,19,249,23,7.3,2.8,1,90,1,10,16,6,1.73,5,7,-2,-0.72,-1.12,5.2,4,1.2,0.43,0.36,0,0,0,5,6,3,11,1,3,0,0,0,16,3,6,33.3
ESP-La Liga,2324,Real Sociedad,Olasagasti,ESP,MF,23-291,2000,14,2,360,4,0,0,0,0,0,0,3,0,0.9,0.9,0.3,1.2,8,13,12,0,0,0,0,0,0.21,0.09,0.3,0.21,0.3,0,9,0,0,2.25,0,0,,17,0,0,0,0.9,0.9,0.09,-0.9,-0.9,127,172,73.8,1799,337,78,94,83,38,48,79.2,5,12,41.7,0,0.3,0.2,-0.3,6,10,3,0,13,172,166,3,2,1,3,1,0,1,0,1,0,127,3,7,13,3.25,6,0,4,1,1,1,0,0,0,0,0,0,0,0,16,13,4,7,5,5,8,62.5,3,2,0,2,3,19,5,1,225,8,41,109,78,15,225,10,7,70,3,30,109,451,214,8,4,4,7,6,132,12,360,26,10.5,4,2,74,0,12,18,23,1.21,6,8,-2,-0.5,-0.91,7.4,5.2,2.2,0.56,0.52,3,0,0,7,7,1,1,3,13,0,0,0,36,6,10,37.5
ESP-La Liga,2324,Real Sociedad,Robin Le Normand,ESP,DF,27-204,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,1,1,0.1,1.2,21,106,1,0.07,0,0.07,0.07,0.07,0.04,0,0.04,0.04,0.04,2,8,5,62.5,0.29,0.18,0.25,0.4,12.2,0,0,0,1,1,0.13,1,1,1562,1765,88.5,31232,8514,479,524,91.4,886,955,92.8,186,249,74.7,0,0.1,0.8,-0.1,3,94,0,0,106,1765,1712,51,34,0,11,1,0,0,0,0,0,1562,2,9,17,0.62,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96,1,1996,171,899,1057,45,17,1996,1,1,100,0,0,1242,7060,4021,21,16,0,16,6,1359,1,2469,85,72.2,27.4,28,87,23,1,21,6,1.59,37,30,7,0.26,-0.22,33.1,27.3,5.8,0.21,0.42,13,0,0,33,23,1,1,28,22,0,1,1,111,110,60,64.7
ESP-La Liga,2324,Real Sociedad,Sheraldo Becker,SUR,"FW,MF",29-114,1995,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28,13,87,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38,2,21,9,42.9,2.45,1.05,0.1,0.22,17.1,0,0,0,1.4,1.4,0.07,0.6,0.6,154,243,63.4,2212,363,97,119,81.5,41,69,59.4,10,24,41.7,2,1.8,1.8,0.2,8,1,10,3,13,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17,19,2.22,14,1,1,3,0,0,5,0.58,4,0,0,1,0,0,2,2,0,2,0,0,1,0,1,3,0,3,1,3,0,0,300,0,13,85,207,42,300,8,4,50,3,37.5,178,1223,591,28,9,8,15,5,232,87,771,51,22.5,8.6,8,74,0,7,26,1,1.47,14,5,9,1.05,0.95,10,8.2,1.8,0.21,0.15,1,0,0,11,5,6,46,1,2,0,0,0,27,5,12,29.4
ESP-La Liga,2324,Real Sociedad,Takefusa Kubo,JPN,"FW,MF",22-364,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,136,89,231,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,7,46,21,45.7,1.93,0.88,0.15,0.33,17.5,2,0,0,3.5,3.5,0.08,3.5,3.5,611,862,70.9,9540,2892,353,417,84.7,183,255,71.8,54,116,46.6,4,6.4,6.5,-2.4,58,38,31,5,89,862,759,98,13,6,3,145,2,82,46,18,0,611,5,32,110,4.61,66,23,10,5,6,0,7,0.29,4,2,1,0,0,0,26,17,15,6,5,9,23,39.1,14,21,2,19,11,37,8,1,1161,11,94,404,683,122,1161,117,55,47,44,37.6,745,6334,3378,136,57,63,60,27,831,231,2150,72,62.9,23.9,24,83,14,6,28,4,1.53,32,24,8,0.33,0.05,28.6,26.4,2.2,0.09,-0.01,1,0,0,21,52,8,145,11,17,0,0,0,98,11,16,40.7
ESP-La Liga,2324,Real Sociedad,Umar Sadiq,NGA,FW,27-121,1997,26,12,1077,12,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18,13,74,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39,3,33,10,30.3,2.76,0.84,0.09,0.3,14.7,0,0,0,3.6,3.6,0.12,-0.6,-0.6,131,192,68.2,1831,294,74,96,77.1,42,58,72.4,6,12,50,1,1.1,0.9,-0.1,10,8,4,1,13,192,176,16,0,0,1,12,0,0,0,0,0,131,0,10,23,1.92,10,0,6,4,2,1,2,0.17,1,0,1,0,0,0,15,10,2,8,5,4,8,50,4,9,0,9,0,15,10,0,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74,1077,41,31.5,12,12,69,2,14,18,10,1.58,16,15,1,0.08,-0.34,15.1,14.2,0.9,0.07,-0.03,4,0,0,45,19,27,12,0,10,0,0,0,34,29,51,36.3
ESP-La Liga,2324,Real Sociedad,Unai Marrero,ESP,GK,22-237,2001,2,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,28,45,62.2,934,792,5,6,83.3,13,13,100,10,26,38.5,0,0,0.1,0,0,2,0,0,0,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1,1,0.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,32,43,3,0,0,46,0,0,,0,,22,94,55,0,0,0,0,0,11,0,142,71,4.2,1.6,1,90,1,1,52,36,0.5,2,3,-1,-0.63,-0.99,2,2.5,-0.6,-0.35,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
ESP-La Liga,2324,Real Sociedad,Urko González,ESP,MF,23-074,2001,5,2,156,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,6,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0,2,0,0,1.15,0,0,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,71,89,79.8,1127,293,39,46,84.8,30,33,90.9,2,9,22.2,0,0,0,0,0,5,1,0,6,89,89,0,0,0,0,0,0,0,0,0,0,71,0,1,1,0.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,2,2,100,0,1,0,1,1,5,6,0,109,8,30,65,14,1,109,2,1,50,1,50,51,257,149,1,0,0,2,3,75,1,156,31,4.6,1.7,2,51,0,3,18,32,1.4,3,3,0,0,-0.33,1.5,1.9,-0.4,-0.24,-0.35,1,0,0,1,2,0,0,1,1,0,0,0,13,5,4,55.6
ESP-La Liga,2324,Real Sociedad,Álex Remiro,ESP,GK,29-070,1995,37,37,3275,36.4,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,965,1258,76.7,26777,19177,165,165,100,489,495,98.8,310,592,52.4,0,0,0.1,0,1,19,0,0,1,1258,977,276,113,0,1,0,0,0,0,0,0,965,5,0,6,0.16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24,2,1353,1103,1338,15,0,0,1353,0,0,,0,,783,3944,1947,0,0,0,2,0,726,0,3275,89,95.8,36.4,37,89,36,0,,0,1.62,49,36,13,0.36,0.98,42.9,38.7,4.2,0.12,0.46,3,1,0,1,4,0,0,0,0,0,0,0,60,6,0,100
ESP-La Liga,2324,Real Sociedad,Álvaro Odriozola,ESP,DF,28-171,1995,9,6,393,4.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,14,8,12,0,0,0,0,0,0,0.04,0.04,0,0.04,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,212,244,86.9,3435,996,102,112,91.1,95,105,90.5,9,13,69.2,0,0.2,0.2,-0.2,2,10,3,3,8,244,196,48,2,0,1,10,46,0,0,0,0,212,0,7,6,1.37,5,0,0,0,1,0,0,0,0,0,0,0,0,0,9,7,7,1,1,5,5,100,0,2,1,1,8,17,7,0,293,9,85,146,63,7,293,9,2,22.2,5,55.6,138,802,410,14,8,2,6,4,177,12,393,44,11.5,4.4,6,49,0,3,34,14,1.33,3,2,1,0.23,-0.1,2.7,3.9,-1.2,-0.27,-0.42,0,0,0,7,4,1,10,8,7,0,1,0,13,1,8,11.1
ESP-La Liga,2324,Sevilla,Adnan Januzaj,BEL,"FW,MF",29-118,1995,8,0,193,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,9,17,0,0,0,0,0,0.28,0.02,0.3,0.28,0.3,0,6,1,16.7,2.8,0.47,0,0,16.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0,0.2,0,2,6,1,1,9,88,80,8,3,0,3,8,3,2,0,1,0,70,0,1,6,2.8,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,1,0,1,2,0,2,1,4,0,0,119,1,8,56,57,5,119,11,5,45.5,4,36.4,79,383,156,1,3,0,10,1,92,17,193,24,5.6,2.1,0,,0,8,24,11,0.75,1,3,-2,-0.93,-0.82,1.8,3.9,-2.1,-1,-0.75,0,0,0,3,9,0,8,1,3,0,0,0,9,3,1,75
ESP-La Liga,2324,Sevilla,Adrià Pedrosa,ESP,DF,26-020,1998,31,15,1753,19.5,1,4,5,1,0,0,1,0,0.7,0.7,3.2,3.9,46,61,109,0.05,0.21,0.26,0.05,0.26,0.04,0.16,0.2,0.04,0.2,1,16,4,25,0.82,0.21,0.06,0.25,22,0,0,0,0.7,0.7,0.04,0.3,0.3,681,931,73.1,10819,3651,385,442,87.1,240,315,76.2,47,122,38.5,4,3.2,2,0.8,27,42,18,13,61,931,747,179,18,2,3,111,151,10,6,1,0,681,5,28,52,2.67,38,6,1,2,4,1,4,0.21,4,0,0,0,0,0,46,26,28,14,4,23,34,67.6,11,26,6,20,15,61,54,0,1178,57,307,477,408,22,1178,38,12,31.6,18,47.4,575,2913,1475,46,38,9,35,23,667,109,1753,57,51.3,19.5,15,87,9,16,28,4,1.03,25,31,-6,-0.31,-0.31,22.9,27.9,-5,-0.26,0.07,1,0,0,6,32,2,111,15,26,0,0,0,102,10,21,32.3
ESP-La Liga,2324,Sevilla,Alejo Véliz,ARG,FW,20-257,2003,6,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,1,0,0,0,0,0,0.58,0,0.58,0.58,0.58,0,2,2,100,5.14,5.14,0,0,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,4,6,66.7,49,2,2,4,50,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,4,0,0,1,2.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,50,1,0,0,0,0,1,1,0,14,1,2,6,6,2,14,0,0,,0,,4,9,0,0,0,0,3,0,8,1,35,6,1,0.4,0,,0,6,6,6,1.17,0,2,-2,-5.14,-5.04,0.4,0.6,-0.2,-0.62,-0.33,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,75
